172,40.768867,40.666882,-74.026614,-74.109499
173,35.218054,34.946766,-106.471163,-106.881796
174,32.433932,32.254095,-106.665832,-106.956931
175,40.915256,40.496044,-73.700272,-74.255735
176,42.966455,42.826023,-78.795157,-78.914247
177,35.393133,35.013174,-80.670104,-81.008948
178,35.971728,35.715808,-78.471063,-78.819049
179,46.976966,46.731430,-96.753257,-96.903771
180,46.867048,46.751104,-100.688513,-100.845596
181,40.157272,39.808631,-82.771378,-83.210280
182,41.599257,41.390628,-81.532744,-81.878976 
183,35.674752,35.290544,-97.124720,-97.833675
184,36.336506,35.968097,-95.681543,-96.074478
185,45.652480,45.432393,-122.471849,-122.836995
186,44.132620,43.988711,-123.036699,-123.208402 
187,40.137992,39.871514,-74.955763,-75.280303
188,40.501368,40.361369,-79.865723,-80.095278 
189,41.861571,41.772414,-71.369694,-71.472667
190,41.768333,41.629397,-71.325667,-71.518913
191,34.131598,33.943420,-80.704152,-81.170978 
192,32.973586,32.668505,-79.797166,-80.143790 
193,43.616364,43.465702,-96.651134,-96.840384 
194,44.136807,44.002127,-103.039397,-103.325763 
195,35.264187,34.994185,-89.637081,-90.304493
196,36.405496,35.967785,-86.515588,-87.054903 
197,30.110732,29.523624,-95.014496,-95.788087 
198,29.738720,29.224141,-98.222958,-98.805851 
199,40.852970,40.700246,-111.739458,-112.101512 
200,40.726245,40.630928,-111.919370,-112.094963
201,44.539253,44.445928,-73.176383,-73.276914 
202,44.570491,44.468035,-72.971138,-73.157398 
203,36.984525,36.550453,-75.867582,-76.227748 
204,36.969298,36.820757,-76.176905,-76.334270 
205,47.734145,47.495551,-122.235903,-122.435908 
206,47.758489,47.587192,-117.303844,-117.520456
207,38.405759,38.281139,-81.559310,-81.727777 
208,38.439347,38.375994,-82.353193,-82.530679
209,43.194967,42.920816,-87.863984,-88.070876 
210,43.171916,42.998071,-89.246452,-89.566389 
211,41.192884,41.102181,-104.673909,-104.860900 
212,42.907970,42.735236,-106.217630,-106.432130 
213,41.171061,40.997673,-81.404942,-81.621014 
214,38.845011,38.789902,-77.037343,-77.144359 
215,35.294475,35.109459,-101.653684,-101.956197 
216,33.881547,33.788916,-117.674604,-118.017595 
217,32.817121,32.586565,-97.037008,-97.233818 
218,39.826671,39.550999,-104.488906,-104.884761 
219,30.516863,30.098659,-97.568420,-97.938383 
220,35.447975,35.193979,-118.772341,-119.265033
222,26.217514,25.840258,-97.273707,-97.644552
223,26.770000,26.525210,-81.899632,-82.091363
224,33.361857,33.203778,-111.755287,-111.972419
225,35.213667,34.982924,-85.051798,-85.425584
226,36.866549,36.550447,-76.065553,-76.491497
227,32.685610,32.577923,-116.924797,-117.116961
228,39.220759,39.051921,-84.368755,-84.712048
229,32.608122,32.373874,-84.667463,-85.080622
230,33.915960,33.802720,-117.483803,-117.673749 
231,27.916473,27.492056,-97.009773,-97.750558 
232,33.023792,32.617537,-96.463738,-96.998941
233,36.136929,35.866725,-78.762172,-79.007650
234,32.001481,31.620785,-106.213113,-106.635922
235,38.452701,38.361368,-121.269025,-121.488365 
236,33.211609,33.057842,-116.993852,-117.146103 
237,35.168061,34.981286,-78.812737,-79.091726
238,34.184159,34.033412,-117.401056,-117.524483 
239,40.639273,40.474044,-104.982080,-105.153224
240,26.211860,26.070365,-80.095977,-80.203969 
241,33.049311,32.552315,-97.033715,-97.544923
242,37.604234,37.454539,-121.867767,-122.130135 
243,36.908905,36.662162,-119.654640,-119.934483 
244,33.805917,33.732017,-117.894585,-118.043194 
245,32.985415,32.830275,-96.505519,-96.705904 
246,33.385792,33.204638,-111.686071,-111.841854 
247,33.698041,33.507966,-112.151471,-112.461432 
248,34.267232,34.118761,-118.182005,-118.307849 
249,32.816660,32.498644,-96.924017,-97.081027
250,36.215324,35.985195,-79.659866,-80.006891 
251,37.690030,37.561258,-121.922069,-122.160640 
252,25.927915,25.806106,-80.252981,-80.373736 
253,33.755729,33.628954,-117.940591,-118.082519
254,34.865206,34.537651,-86.413795,-86.905704 
255,33.774477,33.599523,-117.678463,-117.870041 
256,32.953966,32.771786,-96.888782,-97.034085 
257,41.594691,41.431339,-87.990791,-88.309548
258,39.202911,39.043559,-94.588387,-94.908465 
259,36.067428,35.849499,-83.688543,-84.161622 
260,34.768855,34.630944,-117.938403,-118.325179
261,27.725019,27.366739,-99.330040,-99.740377
262,33.885459,33.690593,-118.063253,-118.248966
263,33.708454,33.473833,-101.748554,-102.028333
264,33.513376,33.277624,-111.580636,-111.894881 
265,30.843458,30.560374,-87.956616,-88.221253
266,37.711818,37.594752,-120.902804,-121.074502
267,33.984516,33.859073,-117.088077,-117.296775 
268,37.220645,36.958860,-76.387595,-76.627947
269,36.335890,36.184827,-114.958622,-115.212100 
270,37.884725,37.699198,-122.114924,-122.342665 
271,33.299233,33.152718,-117.236576,-117.398507 
272,34.092810,33.975213,-117.524278,-117.683588 
273,28.614352,28.347986,-81.229770,-81.507730 
274,34.261400,34.119005,-119.119938,-119.265926
275,34.661043,34.509813,-117.915747,-118.287107
276,29.739927,29.557863,-94.982734,-95.234542
277,26.061021,25.992169,-80.213369,-80.442209
278,33.955305,33.550699,-112.202814,-112.447299
279,33.125271,32.997253,-96.613022,-96.860229 
280,34.112936,34.018512,-117.711067,-117.828817
281,27.374381,27.205584,-80.244323,-80.481546 
282,34.171380,34.076527,-117.478789,-117.636887
283,39.723436,39.392426,-119.699345,-120.002338
284,37.602769,37.446553,-77.385512,-77.601011
285,34.019514,33.872517,-117.275174,-117.523882
286,43.267614,43.103318,-77.531374,-77.701632
287,42.338490,42.167465,-88.940679,-89.195440
288,38.685507,38.437574,-121.325705,-121.560120
289,27.913336,27.644609,-82.587651,-82.767013
290,45.012341,44.853642,-122.933704,-123.122711
291,36.734452,36.638818,-121.590483,-121.691914
292,34.247640,34.050113,-117.164972,-117.424317
293,37.929771,37.693129,-122.327915,-123.166067
294,37.469538,37.124493,-121.589154,-122.045668
295,33.783814,33.692293,-117.830785,-117.944043
296,34.477524,34.340498,-118.376071,-118.613192
297,38.507397,38.363703,-122.573025,-122.834065
298,33.900393,33.448029,-111.756092,-111.960816
299,32.589936,32.332715,-93.679620,-93.947800 
300,42.162086,42.063595,-72.471149,-72.621534 
301,37.270807,37.087402,-93.178643,-93.414006
302,38.058300,37.887747,-121.184019,-121.419736
303,47.319003,47.166528,-122.348214,-122.562265
304,30.587337,30.346942,-84.129826,-84.383886
305,28.171478,27.821060,-82.259741,-82.648655 
306,33.463984,33.319861,-111.877226,-111.978976
307,41.732844,41.580266,-83.454705,-83.694237 
308,33.887061,33.780217,-118.308127,-118.394091
309,45.695198,45.585211,-122.475759,-122.768831
310,38.995548,38.803150,-76.909393,-77.119740
311,36.212599,35.996545,-80.100969,-80.385947
312,40.988281,40.900479,-73.810684,-73.911244
313,37.448973,37.330236,-121.982670,-122.065572
