113,33.678715,33.383760,-86.578150,-87.122124 
114,32.437677,32.249921,-86.072205,-86.419870 
115,61.483891,60.733791,-148.460007,-150.286283 
116,64.878219,64.778510,-147.524160,-147.813845
117,33.920570,33.290260,-111.926046,-112.324056 
118,32.320166,31.991654,-110.708204,-111.059406 
119,34.821949,34.626061,-92.154944,-92.520911 
120,35.449995,35.263506,-94.252364,-94.435590
121,34.337306,33.703692,-118.155289,-118.668176 
122,33.114249,32.534856,-116.908160,-117.282167 
123,39.914247,39.614431,-104.600296,-105.109927
124,39.035339,38.716030,-104.598897,-104.917822 
125,41.229596,41.142125,-73.153854,-73.244159 
126,41.350380,41.246258,-72.860144,-72.998048 
127,39.773010,39.686794,-75.470503,-75.588466 
128,51.150891,51.101737,1.344010,1.257951 
129,30.586232,30.103748,-81.391412,-82.049502 
130,25.855606,25.709042,-80.142400,-80.319760 
131,33.887618,33.647808,-84.289389,-84.551819
132,33.544933,33.227148,-81.828336,-82.353499 
133,21.401230,21.254838,-157.648523,-157.949443 
134,19.743752,19.624066,-154.992573,-155.187296 
135,43.689895,43.511717,-116.101909,-116.365887
136,43.648665,43.523460,-116.481210,-116.644577 
137,42.023131,41.644335,-87.524044,-87.940267 
138,39.826671,39.550999,-104.488906,-104.884761 
139,39.927392,39.632177,-85.937379,-86.328121 
140,41.199779,40.965447,-84.998627,-85.303173 
141,41.654076,41.479264,-93.503215,-93.709817 
142,42.068697,41.861581,-91.550806,-91.774548 
143,37.840200,37.489018,-97.153025,-97.734362 
144,39.044086,38.789242,-94.607670,-94.761051 
145,38.380510,37.997100,-85.405100,-85.948441 
146,38.211404,37.845256,-84.282715,-84.660415 
147,30.174862,29.866661,-89.626931,-90.140074 
148,30.559216,30.323732,-91.001019,-91.216307 
149,43.727658,43.632147,-70.087632,-70.346095 
150,44.163435,44.005075,-70.115707,-70.224223 
151,39.372206,39.197207,-76.529453,-76.711519 
152,39.488543,39.392472,-77.360233,-77.478172 
153,42.398867,42.227880,-70.923201,-71.191113 
154,42.341179,42.209691,-71.732967,-71.883917 
155,42.450230,42.255192,-82.910451,-83.287959
156,43.029051,42.883666,-85.568646,-85.751532
157,45.051250,44.890144,-93.193794,-93.329163 
158,44.992016,44.887399,-93.004320,-93.207787 
159,32.410998,32.209659,-90.055884,-90.321891 
160,30.500328,30.349044,-89.001241,-89.136691 
161,39.356662,38.827176,-94.385522,-94.765917
162,38.774349,38.531852,-90.166409,-90.320515 
163,45.853159,45.710680,-108.435863,-108.691506 
164,46.950046,46.802597,-113.909851,-114.126483
165,41.393170,41.190548,-95.871141,-96.291356
166,40.889936,40.711282,-96.577307,-96.804150
167,36.380623,36.129623,-115.062072,-115.414625 
168,36.124978,35.891821,-114.900364,-115.219363
169,43.051474,42.889586,-71.375409,-71.512713
170,42.805587,42.699989,-71.432308,-71.560789 
171,40.788664,40.674018,-74.116993,-74.251324 
